id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-08740,False,296,34087.4,1,87,18,2,0.366
TRAIN-08741,False,152,73889.41,1,68,8,3,1.208
TRAIN-08742,False,117,20332.44,1,13,20,4,0.231
TRAIN-08743,False,59,6984.49,1,53,12,5,0.151
TRAIN-08744,False,144,4854.97,0,15,7,3,0.053
TRAIN-08745,False,94,32781.06,1,53,21,1,0.394
TRAIN-08746,False,259,52405.38,3,30,12,1,0.611
TRAIN-08747,False,195,69221.67,5,25,8,3,0.817
TRAIN-08748,False,90,23191.34,1,64,8,4,0.253
TRAIN-08749,False,23,32574.49,1,78,20,1,0.548
TRAIN-08750,False,190,72398.23,1,81,15,4,1.204
TRAIN-08751,False,8,5931.36,1,69,12,7,0.072
TRAIN-08752,False,131,51588.54,0,48,14,2,0.838
TRAIN-08753,False,56,26664.03,0,81,18,2,0.712
TRAIN-08754,False,170,67898.09,0,33,16,2,0.88
TRAIN-08755,False,261,66363.39,1,42,11,1,0.74
TRAIN-08756,False,27,1873.44,0,44,21,3,0.039
TRAIN-08757,False,60,22619.31,0,7,8,2,0.237
TRAIN-08758,False,108,69028.23,4,0,18,10,0.728
TRAIN-08759,False,240,63674.36,0,63,6,1,0.803
TRAIN-08760,False,214,39607.26,1,3,23,1,0.642
TRAIN-08761,False,199,11053.57,0,55,21,1,0.259
TRAIN-08762,False,136,29523.4,0,28,18,5,0.42
TRAIN-08763,False,277,668.32,2,80,9,2,0.012
TRAIN-08764,False,280,61320.09,0,28,19,4,0.789
TRAIN-08765,False,86,57230.21,0,4,23,2,1.926
TRAIN-08766,False,15,10883.38,0,2,17,1,0.16
TRAIN-08767,False,196,62360.95,1,33,21,3,0.678
TRAIN-08768,False,272,41257.44,2,50,6,4,0.417
TRAIN-08769,False,286,11336.08,2,38,6,10,0.189
TRAIN-08770,False,354,64315.53,4,39,15,1,1.922
TRAIN-08771,False,240,61791.04,0,49,8,5,0.882
TRAIN-08772,False,96,7023.0,0,30,11,3,0.273
TRAIN-08773,False,346,71370.09,1,49,8,1,1.803
TRAIN-08774,False,53,29709.27,3,64,6,8,0.5
TRAIN-08775,False,194,50334.25,2,88,16,3,0.632
TRAIN-08776,False,318,17216.04,1,27,7,3,0.38
TRAIN-08777,False,321,38538.55,0,60,11,3,1.236
TRAIN-08778,False,125,1230.94,0,4,8,7,0.023
TRAIN-08779,False,32,58001.86,0,29,9,1,0.876
TRAIN-08780,False,202,26655.28,1,23,11,1,0.725
TRAIN-08781,False,200,69327.87,2,89,13,8,1.088
TRAIN-08782,False,64,4568.49,4,72,17,5,0.067
TRAIN-08783,False,310,47316.11,0,23,14,3,0.616
TRAIN-08784,False,139,19482.73,3,3,18,2,0.21
TRAIN-08785,False,44,63979.09,1,22,10,1,0.706
TRAIN-08786,False,252,62107.36,2,35,23,2,0.936
TRAIN-08787,False,288,13017.28,3,43,9,1,0.34
TRAIN-08788,False,39,59751.32,2,21,14,2,0.745
TRAIN-08789,False,177,6241.8,0,67,7,3,0.186
TRAIN-08790,False,232,70511.85,0,63,9,1,1.687
TRAIN-08791,False,266,54026.63,1,25,10,9,1.475
TRAIN-08792,False,31,66707.92,2,45,20,1,1.598
TRAIN-08793,False,187,42869.01,0,23,16,2,0.692
TRAIN-08794,False,96,59316.42,1,83,11,3,0.766
TRAIN-08795,False,363,32569.47,1,78,23,4,0.38
TRAIN-08796,False,37,67304.89,3,8,20,1,2.14
TRAIN-08797,False,117,36269.12,0,55,8,2,1.136
TRAIN-08798,False,354,35890.75,3,6,10,1,0.765
TRAIN-08799,False,20,59039.57,1,12,6,2,2.271
TRAIN-08800,False,106,62662.25,0,74,8,2,1.493
TRAIN-08801,False,63,62873.75,0,32,8,4,0.739
TRAIN-08802,False,127,74201.03,2,90,22,3,1.757
TRAIN-08803,False,247,61742.15,0,75,20,1,0.942
TRAIN-08804,False,242,61324.65,1,59,8,1,0.641
TRAIN-08805,False,21,23047.36,3,64,21,3,0.367
TRAIN-08806,False,12,55748.0,0,61,20,3,1.209
TRAIN-08807,False,236,65778.38,2,77,20,2,1.25
TRAIN-08808,False,192,18816.55,4,75,8,1,0.293
TRAIN-08809,False,158,71165.3,0,58,14,1,0.943
TRAIN-08810,False,172,60744.31,0,74,17,1,0.633
TRAIN-08811,False,344,17107.23,0,5,11,2,0.256
TRAIN-08812,False,260,71565.85,2,8,6,2,1.015
TRAIN-08813,False,325,61265.89,1,0,22,3,1.346
TRAIN-08814,False,167,18632.75,0,80,19,1,0.215
TRAIN-08815,False,358,1328.13,2,87,10,5,0.026
TRAIN-08816,False,256,64878.15,5,42,13,7,0.792
TRAIN-08817,False,281,9315.45,1,55,23,1,0.237
TRAIN-08818,False,141,35632.18,0,14,6,5,0.477
TRAIN-08819,False,61,59585.97,0,77,22,3,0.707
TRAIN-08820,False,131,58678.88,0,74,12,1,0.876
TRAIN-08821,False,46,60584.08,3,89,17,3,1.987
TRAIN-08822,False,148,46383.16,2,2,21,1,1.023
TRAIN-08823,False,143,25918.87,1,48,15,5,0.287
TRAIN-08824,False,123,56348.7,0,54,8,5,0.588
TRAIN-08825,False,8,9037.57,2,66,15,1,0.184
TRAIN-08826,False,138,64446.26,3,59,9,3,2.172
TRAIN-08827,False,334,60188.16,3,62,12,3,2.243
TRAIN-08828,False,271,36207.56,0,68,23,1,0.456
TRAIN-08829,False,107,25041.89,1,46,9,1,0.596
TRAIN-08830,False,210,55839.82,0,34,12,1,1.441
TRAIN-08831,False,213,42738.47,0,15,19,3,0.644
TRAIN-08832,False,100,49441.92,1,60,21,4,0.603
TRAIN-08833,False,158,17633.99,1,63,9,2,0.267
TRAIN-08834,False,140,11057.9,3,48,19,2,0.24
TRAIN-08835,False,182,27273.49,0,76,11,2,1.034
TRAIN-08836,False,105,70855.14,1,76,18,1,1.341
TRAIN-08837,False,137,69802.47,0,53,18,2,1.004
TRAIN-08838,False,154,11637.26,0,65,12,2,0.274
TRAIN-08839,False,321,71190.77,0,12,23,2,2.125
TRAIN-08840,False,98,42795.07,2,2,11,1,1.574
TRAIN-08841,False,182,72488.88,1,43,20,6,1.942
TRAIN-08842,False,104,40500.32,2,52,7,1,0.468
TRAIN-08843,False,36,43827.29,3,31,19,3,0.446
TRAIN-08844,False,354,31276.55,0,69,7,4,0.6
TRAIN-08845,False,39,38648.84,0,37,21,6,0.897
TRAIN-08846,False,19,18048.86,0,67,15,3,0.207
TRAIN-08847,False,33,29392.53,0,67,16,2,0.329
TRAIN-08848,False,115,61703.1,0,52,6,7,0.68
TRAIN-08849,False,115,25502.67,3,11,21,3,0.343
TRAIN-08850,False,55,9275.93,1,68,8,1,0.108
TRAIN-08851,False,166,6027.64,0,10,6,2,0.082
TRAIN-08852,False,45,20260.9,5,80,19,3,0.259
TRAIN-08853,False,194,10973.88,5,27,7,3,0.185
TRAIN-08854,False,363,72501.23,1,65,22,2,1.613
TRAIN-08855,False,134,59437.16,0,35,16,2,0.84
TRAIN-08856,False,133,30516.64,0,61,12,1,0.32
TRAIN-08857,False,22,17093.15,0,58,9,2,0.309
TRAIN-08858,False,78,18049.86,5,22,17,1,0.246
TRAIN-08859,False,24,73642.61,4,81,22,5,0.864
TRAIN-08860,False,304,21965.35,2,13,8,1,0.432
TRAIN-08861,False,27,36863.61,2,13,23,2,0.497
TRAIN-08862,False,51,23099.96,0,53,13,2,0.372
TRAIN-08863,False,324,19923.12,2,81,21,1,0.211
TRAIN-08864,False,361,27869.67,0,47,13,5,0.543
TRAIN-08865,False,135,32387.11,0,19,23,6,0.681
TRAIN-08866,False,208,29331.98,0,62,15,4,0.317
TRAIN-08867,False,296,608.33,4,11,10,2,0.009
TRAIN-08868,False,192,41838.79,0,38,9,2,0.464
TRAIN-08869,False,319,61960.61,0,7,15,7,0.621
TRAIN-08870,False,206,25469.0,0,32,18,3,0.562
TRAIN-08871,False,140,45016.08,0,48,20,7,0.865
TRAIN-08872,False,220,68595.64,2,20,13,1,2.415
TRAIN-08873,False,42,56732.26,0,22,6,6,2.109
TRAIN-08874,False,46,27119.95,1,21,14,1,0.838
TRAIN-08875,False,56,34696.45,2,5,15,1,0.912
TRAIN-08876,False,13,39076.69,0,10,23,3,0.654
TRAIN-08877,False,263,35860.25,0,85,13,8,0.991
TRAIN-08878,False,21,53954.5,1,40,21,1,1.319
TRAIN-08879,False,36,37834.73,1,73,21,2,0.428
TRAIN-08880,False,185,16060.36,3,87,17,6,0.431
TRAIN-08881,False,274,24249.53,0,40,16,3,0.34
TRAIN-08882,False,175,9434.3,0,37,13,2,0.325
TRAIN-08883,False,123,41296.46,0,36,13,1,0.63
TRAIN-08884,False,151,42100.84,1,4,19,5,0.571
TRAIN-08885,False,153,22868.89,0,88,7,3,0.302
TRAIN-08886,False,297,14811.83,2,42,21,3,0.517
TRAIN-08887,False,168,71747.94,4,67,23,1,1.256
TRAIN-08888,False,294,25811.94,0,34,17,1,0.526
TRAIN-08889,False,362,49694.28,0,77,18,2,0.812
TRAIN-08890,False,131,35821.35,2,7,23,2,0.4
TRAIN-08891,False,281,18038.32,0,45,9,5,0.422
TRAIN-08892,False,158,74927.89,0,46,17,1,1.213
TRAIN-08893,False,28,9773.71,0,75,16,1,0.135
TRAIN-08894,False,220,43399.45,0,28,15,1,0.478
TRAIN-08895,False,64,2647.66,0,73,22,1,0.037
TRAIN-08896,False,324,21934.7,0,46,12,6,0.302
TRAIN-08897,False,110,2034.36,1,55,12,2,0.059
TRAIN-08898,False,193,65015.85,0,41,21,2,1.656
TRAIN-08899,False,295,3474.36,0,81,15,1,0.035
TRAIN-08900,False,114,14874.34,1,80,12,1,0.406
TRAIN-08901,False,39,54022.92,1,15,7,1,0.876
TRAIN-08902,False,98,69683.99,4,70,6,6,0.726
TRAIN-08903,False,256,58796.33,1,66,9,5,0.765
TRAIN-08904,False,283,58232.35,1,1,19,5,0.609
TRAIN-08905,False,261,49729.91,0,25,12,7,0.865
TRAIN-08906,False,17,45006.96,0,68,8,3,0.729
TRAIN-08907,False,151,45674.13,0,34,7,2,1.143
TRAIN-08908,False,306,17650.65,0,79,22,3,0.393
TRAIN-08909,False,337,18768.99,3,31,16,5,0.21
TRAIN-08910,False,92,73481.05,2,1,8,5,1.463
TRAIN-08911,False,119,50128.38,0,36,19,1,1.904
TRAIN-08912,False,105,14095.58,0,20,6,1,0.178
TRAIN-08913,False,70,28782.1,1,51,7,5,0.465
TRAIN-08914,False,260,26936.23,2,46,17,1,0.838
TRAIN-08915,False,279,7352.25,2,59,18,7,0.231
TRAIN-08916,False,82,29271.44,1,37,15,1,0.471
TRAIN-08917,False,362,730.98,0,89,8,1,0.012
TRAIN-08918,False,28,47560.13,0,50,14,3,1.183
TRAIN-08919,False,165,49400.07,1,67,17,7,1.099
TRAIN-08920,False,191,11681.23,0,27,8,2,0.143
TRAIN-08921,False,36,997.9,2,56,11,10,0.018
TRAIN-08922,False,198,17187.44,0,25,14,1,0.358
TRAIN-08923,False,284,45787.45,1,3,6,6,1.217
TRAIN-08924,False,91,2152.71,2,16,20,2,0.026
TRAIN-08925,False,200,72132.64,5,17,17,3,1.367
TRAIN-08926,False,242,41030.96,0,14,9,1,0.654
TRAIN-08927,False,257,21884.35,0,22,21,1,0.237
TRAIN-08928,False,324,11567.56,5,79,14,1,0.143
TRAIN-08929,False,148,73704.31,1,72,8,1,1.208
TRAIN-08930,False,224,5721.99,1,37,22,3,0.062
TRAIN-08931,False,307,48430.41,1,49,13,3,0.632
TRAIN-08932,False,65,34130.87,1,11,15,2,0.364
TRAIN-08933,False,177,737.49,1,27,12,6,0.01
TRAIN-08934,False,267,36006.36,0,65,11,4,0.409
TRAIN-08935,False,304,41224.2,2,63,7,1,0.705
TRAIN-08936,False,341,17734.34,0,39,18,5,0.208
TRAIN-08937,False,151,29029.15,1,72,19,5,0.43
TRAIN-08938,False,128,7845.42,0,47,10,5,0.099
TRAIN-08939,False,321,40069.88,0,74,17,7,0.617
TRAIN-08940,False,84,15057.95,2,71,22,2,0.548
TRAIN-08941,False,337,41673.07,0,18,13,7,1.279
TRAIN-08942,False,127,49416.26,0,21,11,2,1.102
TRAIN-08943,False,350,59778.5,0,2,12,1,1.084
TRAIN-08944,False,338,8152.68,3,11,12,5,0.178
TRAIN-08945,False,28,63788.81,0,65,9,1,1.393
TRAIN-08946,False,115,33200.9,1,35,16,3,0.334
TRAIN-08947,False,192,64814.82,0,56,13,4,1.639
TRAIN-08948,False,35,30782.45,2,33,22,2,0.584
TRAIN-08949,False,272,7232.46,3,72,8,2,0.076
TRAIN-08950,False,181,25514.33,2,11,20,1,0.382
TRAIN-08951,False,129,11985.75,2,55,7,6,0.196
TRAIN-08952,False,48,23148.68,1,20,11,5,0.673
TRAIN-08953,False,354,60037.66,0,12,18,4,1.23
TRAIN-08954,False,197,21512.65,0,12,23,3,0.257
TRAIN-08955,False,138,64250.73,0,41,13,2,0.751
TRAIN-08956,False,7,50023.83,1,20,6,4,0.552
TRAIN-08957,False,316,30141.74,0,78,7,5,0.424
TRAIN-08958,False,303,40874.26,1,42,8,1,1.242
TRAIN-08959,False,256,2141.75,3,66,20,2,0.07
TRAIN-08960,False,230,68167.33,2,87,9,2,1.109
TRAIN-08961,False,217,66152.47,1,6,22,6,1.155
TRAIN-08962,False,280,40354.67,0,54,23,1,1.006
TRAIN-08963,False,286,74523.47,3,18,22,2,1.051
TRAIN-08964,False,31,5416.07,3,36,8,3,0.057
TRAIN-08965,False,205,38807.53,1,43,8,1,0.584
TRAIN-08966,False,47,6495.68,2,62,23,2,0.143
TRAIN-08967,False,29,42182.45,0,89,14,3,0.763
TRAIN-08968,False,211,34234.45,1,12,18,3,0.732
TRAIN-08969,False,72,14805.14,5,25,15,8,0.194
TRAIN-08970,False,287,15129.85,2,85,18,3,0.298
TRAIN-08971,False,49,72439.93,3,81,17,2,2.55
TRAIN-08972,False,217,41252.48,0,8,10,1,0.91
TRAIN-08973,False,323,70673.84,0,66,20,5,1.084
TRAIN-08974,False,347,71714.56,0,68,9,6,0.899
TRAIN-08975,False,201,71083.73,0,0,18,5,0.783
TRAIN-08976,False,217,11243.77,1,20,10,2,0.117
TRAIN-08977,False,365,27092.89,1,21,9,5,0.342
TRAIN-08978,False,282,64306.23,0,56,10,2,1.828
TRAIN-08979,False,21,32720.54,1,35,6,2,0.479
TRAIN-08980,False,110,72261.9,0,41,13,2,1.636
TRAIN-08981,False,353,67413.59,4,90,22,1,0.855
TRAIN-08982,False,288,61625.59,1,66,9,5,0.654
TRAIN-08983,False,27,21230.86,1,53,21,1,0.448
TRAIN-08984,False,229,54149.37,2,74,8,2,0.564
TRAIN-08985,False,109,34172.56,1,3,7,1,0.366
TRAIN-08986,False,75,614.4,2,67,23,3,0.016
TRAIN-08987,False,110,43583.12,1,62,6,4,0.456
TRAIN-08988,False,226,35968.79,3,40,11,6,0.757
TRAIN-08989,False,89,73849.12,0,11,7,6,2.142
TRAIN-08990,False,294,16676.17,0,2,12,10,0.276
TRAIN-08991,False,136,61355.57,0,23,16,5,0.818
TRAIN-08992,False,135,11452.14,0,75,22,1,0.149
TRAIN-08993,False,264,64123.38,4,7,13,4,1.64
TRAIN-08994,False,234,8295.53,3,70,12,6,0.087
TRAIN-08995,False,158,26222.45,2,70,10,6,0.36
TRAIN-08996,False,352,66676.12,1,90,18,2,0.667
TRAIN-08997,False,50,44821.05,1,64,23,3,0.532
TRAIN-08998,False,214,49333.75,0,19,11,1,0.585
TRAIN-08999,False,205,72800.64,0,42,6,2,1.586
TRAIN-09000,False,237,7472.47,2,89,21,1,0.138
TRAIN-09001,False,279,41091.21,3,6,19,2,1.31
TRAIN-09002,False,77,20606.77,0,8,19,3,0.24
TRAIN-09003,False,81,60134.85,0,14,23,1,0.783
TRAIN-09004,False,28,34494.49,0,12,6,3,0.4
TRAIN-09005,False,313,48873.76,2,52,11,1,0.729
TRAIN-09006,False,241,13955.0,0,6,18,1,0.167
TRAIN-09007,False,35,60493.9,4,16,14,1,1.565
TRAIN-09008,False,183,56154.57,5,0,17,4,0.628
TRAIN-09009,False,360,29597.55,0,73,18,4,0.379
TRAIN-09010,False,252,13380.04,0,58,10,5,0.177
TRAIN-09011,False,35,39598.06,1,62,7,2,1.386
TRAIN-09012,False,137,29503.06,0,56,15,7,0.369
TRAIN-09013,False,244,5960.87,1,85,19,3,0.149
TRAIN-09014,False,358,11538.3,1,32,10,7,0.356
TRAIN-09015,False,13,35034.64,1,9,13,8,0.469
TRAIN-09016,False,160,45016.23,3,1,21,1,0.705
TRAIN-09017,False,114,63732.62,0,59,9,5,1.535
TRAIN-09018,False,136,11151.64,1,53,15,3,0.165
TRAIN-09019,False,66,62411.38,0,56,9,2,0.684
TRAIN-09020,False,26,59628.65,0,64,17,5,1.332
TRAIN-09021,False,137,17045.94,0,90,17,2,0.306
TRAIN-09022,False,203,16756.39,1,64,7,5,0.473
TRAIN-09023,False,23,29231.91,0,63,17,3,0.412
TRAIN-09024,False,245,46660.68,1,40,18,2,0.827
TRAIN-09025,False,194,49664.06,1,50,20,5,0.51
TRAIN-09026,False,48,16870.68,2,13,18,6,0.205
TRAIN-09027,False,143,68260.74,0,38,10,1,1.203
TRAIN-09028,False,360,19561.0,0,89,10,5,0.423
TRAIN-09029,False,147,51993.09,0,39,18,1,1.983
TRAIN-09030,False,293,38770.07,0,79,7,5,0.774
TRAIN-09031,False,258,7968.03,1,71,12,2,0.26
TRAIN-09032,False,150,30324.05,0,76,8,2,0.722
TRAIN-09033,False,212,26830.19,1,73,7,1,0.452
TRAIN-09034,False,276,16639.08,0,2,23,1,0.321
TRAIN-09035,False,303,25226.67,2,27,16,1,0.26
TRAIN-09036,False,58,16106.57,1,35,7,1,0.208
TRAIN-09037,False,153,13556.76,2,88,7,3,0.202
TRAIN-09038,False,300,24438.05,4,12,10,4,0.316
TRAIN-09039,False,50,27310.8,4,45,17,3,0.719
TRAIN-09040,False,138,5723.09,2,14,19,2,0.116
TRAIN-09041,False,111,28741.35,0,69,8,1,0.477
TRAIN-09042,False,1,15744.56,1,85,13,1,0.305
TRAIN-09043,False,276,15382.79,0,36,14,8,0.199
TRAIN-09044,False,319,9523.24,1,9,19,2,0.197
TRAIN-09045,False,280,9488.9,0,37,19,3,0.099
TRAIN-09046,False,195,9105.17,1,61,6,1,0.171
TRAIN-09047,False,280,62535.16,3,44,7,5,1.198
TRAIN-09048,False,322,44010.92,0,59,13,1,0.588
TRAIN-09049,False,78,9233.46,3,9,11,2,0.209
TRAIN-09050,False,342,28898.55,2,16,9,8,0.307
TRAIN-09051,False,194,72981.28,0,29,14,7,1.646
TRAIN-09052,False,197,664.79,3,37,19,4,0.009
TRAIN-09053,False,5,26069.12,5,35,23,1,0.274
TRAIN-09054,False,191,16879.93,0,7,6,2,0.265
TRAIN-09055,False,104,63848.8,0,30,12,8,1.473
TRAIN-09056,False,220,68183.47,0,56,17,1,2.506
TRAIN-09057,False,2,33902.71,0,47,23,1,0.35
TRAIN-09058,False,134,38544.18,0,54,23,4,0.414
TRAIN-09059,False,193,7072.36,0,87,16,4,0.115
TRAIN-09060,False,2,69226.93,0,26,7,4,0.993
TRAIN-09061,False,247,64996.69,1,87,22,2,0.661
TRAIN-09062,False,128,29313.12,1,24,9,6,0.714
TRAIN-09063,False,309,55659.76,2,88,22,2,1.38
TRAIN-09064,False,296,34687.03,0,2,9,3,0.898
TRAIN-09065,False,148,15165.91,2,77,12,6,0.361
TRAIN-09066,False,133,12508.21,1,21,22,5,0.151
TRAIN-09067,False,273,66573.02,0,44,19,2,0.926
TRAIN-09068,False,196,1523.55,0,71,20,1,0.026
TRAIN-09069,False,10,29152.64,1,26,13,2,0.454
TRAIN-09070,False,82,46533.46,1,19,14,5,1.005
TRAIN-09071,False,67,17768.26,0,5,18,2,0.367
TRAIN-09072,False,304,18959.63,2,85,18,1,0.245
TRAIN-09073,False,217,15126.89,2,29,9,3,0.22
TRAIN-09074,False,241,69216.6,2,87,21,1,0.821
TRAIN-09075,False,185,31762.32,2,1,12,3,0.431
TRAIN-09076,False,278,31148.49,3,49,17,3,0.514
TRAIN-09077,False,306,65839.8,4,14,11,3,1.177
TRAIN-09078,False,165,72843.2,0,16,20,2,1.08
TRAIN-09079,False,178,45519.15,4,15,14,1,0.574
TRAIN-09080,False,205,22663.46,2,60,11,3,0.668
TRAIN-09081,False,258,74806.26,3,5,9,4,1.278
TRAIN-09082,False,357,643.79,0,25,8,3,0.008
TRAIN-09083,False,57,35647.67,0,65,23,1,0.477
TRAIN-09084,False,133,51726.31,4,21,20,8,0.709
TRAIN-09085,False,260,63538.6,0,41,8,8,0.673
TRAIN-09086,False,312,42623.61,0,13,21,6,0.524
TRAIN-09087,False,327,68421.16,3,47,19,4,0.847
TRAIN-09088,False,201,25971.11,3,27,21,1,0.437
TRAIN-09089,False,364,12720.77,3,15,11,2,0.239
TRAIN-09090,False,261,14298.13,2,17,6,6,0.345
TRAIN-09091,False,189,38821.47,2,78,20,9,0.543
TRAIN-09092,False,170,6680.75,2,87,19,3,0.086
TRAIN-09093,False,192,11663.07,0,46,22,3,0.307
TRAIN-09094,False,186,44853.73,2,72,22,5,0.46
TRAIN-09095,False,184,12163.75,0,19,20,2,0.442
TRAIN-09096,False,187,47486.94,2,36,17,3,0.97
TRAIN-09097,False,161,63232.88,0,4,16,1,0.643
TRAIN-09098,False,232,70036.07,3,73,9,1,1.115
TRAIN-09099,False,353,66087.88,1,57,13,1,1.26
TRAIN-09100,False,352,18059.83,0,80,19,4,0.502
TRAIN-09101,False,27,762.71,0,10,17,8,0.015
TRAIN-09102,False,245,59720.41,0,76,17,3,1.759
TRAIN-09103,False,212,9906.47,3,88,19,3,0.113
TRAIN-09104,False,139,59794.66,2,26,21,1,0.967
TRAIN-09105,False,122,48399.65,0,50,13,7,0.759
TRAIN-09106,False,342,53075.32,0,80,22,2,1.573
TRAIN-09107,False,234,25351.11,1,2,16,1,0.308
TRAIN-09108,False,273,47197.0,1,69,16,1,0.749
TRAIN-09109,False,328,35446.28,2,57,11,2,0.387
TRAIN-09110,False,30,1278.2,3,11,6,4,0.014
TRAIN-09111,False,286,13357.27,1,3,13,2,0.22
TRAIN-09112,False,302,44325.38,2,88,20,1,1.696
TRAIN-09113,False,11,45484.9,0,34,14,1,0.467
TRAIN-09114,False,243,49670.69,0,22,16,1,1.066
TRAIN-09115,False,215,8425.1,0,42,16,1,0.093
TRAIN-09116,False,323,2742.58,0,56,23,5,0.034
TRAIN-09117,False,28,8959.29,1,14,13,6,0.097
TRAIN-09118,False,334,67126.27,1,24,9,1,1.167
TRAIN-09119,False,318,24584.73,2,15,17,5,0.683
TRAIN-09120,False,106,20085.66,2,7,23,3,0.739
TRAIN-09121,False,246,58961.93,4,27,21,5,0.714
TRAIN-09122,False,197,60680.19,0,71,7,2,2.357
TRAIN-09123,False,28,69752.62,2,7,19,1,1.352
TRAIN-09124,False,46,40759.36,0,35,6,5,0.504
TRAIN-09125,False,338,22396.89,0,58,6,1,0.24
TRAIN-09126,False,290,66654.34,3,41,13,1,1.698
TRAIN-09127,False,75,64883.3,1,44,17,1,1.387
TRAIN-09128,False,364,6478.61,0,33,8,1,0.098
TRAIN-09129,False,54,10805.6,2,72,10,5,0.201
TRAIN-09130,False,277,52324.66,0,81,11,2,0.802
TRAIN-09131,False,333,71308.6,1,64,23,2,2.639
TRAIN-09132,False,210,72710.73,5,34,16,4,1.149
TRAIN-09133,False,141,33211.19,4,27,8,3,0.537
TRAIN-09134,False,341,44436.24,0,13,11,8,1.026
TRAIN-09135,False,130,65356.54,3,82,14,3,2.576
TRAIN-09136,False,334,52266.58,0,58,22,1,0.75
TRAIN-09137,False,32,55268.96,0,29,7,2,0.61
TRAIN-09138,False,59,65944.62,2,83,18,5,0.701
TRAIN-09139,False,17,49193.21,2,19,23,2,0.559
TRAIN-09140,False,40,38320.38,1,78,8,1,1.258
TRAIN-09141,False,280,53532.45,1,88,13,2,1.838
TRAIN-09142,False,57,3774.0,1,65,14,1,0.045
TRAIN-09143,False,131,24036.43,3,86,10,2,0.399
TRAIN-09144,False,46,73006.03,4,8,16,1,0.802
TRAIN-09145,False,4,42835.76,0,87,10,2,0.464
TRAIN-09146,False,269,48160.82,0,52,16,2,1.014
TRAIN-09147,False,223,13360.43,3,1,6,1,0.134
TRAIN-09148,False,278,56276.54,2,60,19,1,0.67
TRAIN-09149,False,158,18377.13,3,21,11,1,0.349
TRAIN-09150,False,220,59283.42,4,87,12,1,0.726
TRAIN-09151,False,289,17757.48,0,71,8,4,0.225
TRAIN-09152,False,253,15461.06,1,9,7,1,0.16
TRAIN-09153,False,232,18906.71,0,21,16,3,0.479
TRAIN-09154,False,233,73789.77,0,74,13,1,0.773
TRAIN-09155,False,161,9016.35,5,85,8,3,0.132
TRAIN-09156,False,21,49991.46,1,55,21,1,0.724
TRAIN-09157,False,319,61033.38,4,66,23,8,1.86
TRAIN-09158,False,259,11261.56,2,6,20,2,0.136
TRAIN-09159,False,350,2892.93,2,73,17,6,0.044
TRAIN-09160,False,325,51673.62,1,5,14,1,1.238
TRAIN-09161,False,225,68215.75,1,52,21,4,1.959
TRAIN-09162,False,192,66664.12,1,48,6,6,0.706
TRAIN-09163,False,4,13613.13,1,27,21,5,0.335
TRAIN-09164,False,15,27377.43,0,19,9,2,0.311
TRAIN-09165,False,224,13901.37,0,49,22,3,0.181
TRAIN-09166,False,245,17549.53,0,72,7,3,0.391
TRAIN-09167,False,204,40891.45,2,37,15,2,1.621
TRAIN-09168,False,336,47432.78,4,51,22,2,0.951
TRAIN-09169,False,260,72888.27,1,30,10,1,2.368
TRAIN-09170,False,118,14551.9,0,35,15,1,0.239
TRAIN-09171,False,167,74673.09,0,88,23,4,1.328
TRAIN-09172,False,180,56231.34,0,53,11,1,0.63
TRAIN-09173,False,159,51531.89,2,83,15,10,1.598
TRAIN-09174,False,111,7334.22,2,49,15,5,0.119
TRAIN-09175,False,28,5148.99,0,75,6,1,0.059
TRAIN-09176,False,226,20299.21,0,16,7,2,0.224
TRAIN-09177,False,203,2100.13,3,64,6,3,0.032
TRAIN-09178,False,167,31699.21,4,16,23,3,0.983
TRAIN-09179,False,255,4383.74,3,64,6,2,0.123
TRAIN-09180,False,77,71345.58,1,30,6,8,1.063
TRAIN-09181,False,355,33628.37,1,19,18,5,0.592
TRAIN-09182,False,201,69837.83,0,79,16,6,1.089
TRAIN-09183,False,224,73047.38,0,41,7,1,1.382
TRAIN-09184,False,285,24534.38,0,8,15,3,0.479
TRAIN-09185,False,224,67291.58,2,74,11,7,1.884
TRAIN-09186,False,34,54102.64,4,40,10,2,0.884
TRAIN-09187,False,263,31711.85,0,74,19,2,0.355
TRAIN-09188,False,243,10953.67,0,8,19,1,0.148
TRAIN-09189,False,162,70593.71,1,31,13,1,1.427
TRAIN-09190,False,47,52721.58,2,26,14,3,1.66
TRAIN-09191,False,10,63311.37,0,30,18,5,0.644
TRAIN-09192,False,329,69048.15,1,85,16,1,0.852
TRAIN-09193,False,309,64814.24,0,43,23,4,2.089
TRAIN-09194,False,276,37722.73,0,36,6,1,0.66
TRAIN-09195,False,48,2565.05,0,55,8,3,0.032
TRAIN-09196,False,35,59575.86,0,78,12,4,0.876
TRAIN-09197,False,278,32609.14,0,54,18,4,0.688
TRAIN-09198,False,9,50421.8,1,71,21,3,0.556
TRAIN-09199,False,117,61180.03,0,25,18,3,1.599
TRAIN-09200,False,34,21725.56,2,84,18,5,0.223
TRAIN-09201,False,270,72313.07,2,16,15,1,0.84
TRAIN-09202,False,82,5473.84,0,83,13,4,0.134
TRAIN-09203,False,233,15908.07,0,49,7,4,0.216
